index,value,is_one,rolling_density_ones
2686,1,1,0.505
2687,1,1,0.51
2688,2,0,0.505
2689,2,0,0.505
2690,1,1,0.51
2691,2,0,0.505
2692,1,1,0.505
2693,1,1,0.51
2694,2,0,0.505
2695,1,1,0.505
2696,2,0,0.505
2697,2,0,0.5
2698,1,1,0.505
2699,1,1,0.51
2700,2,0,0.505
2701,1,1,0.505
2702,1,1,0.51
2703,2,0,0.505
2704,1,1,0.505
2705,2,0,0.505
2706,2,0,0.505
2707,1,1,0.505
2708,2,0,0.505
2709,2,0,0.505
2710,1,1,0.505
2711,1,1,0.51
2712,2,0,0.505
2713,1,1,0.505
2714,1,1,0.51
2715,2,0,0.505
2716,2,0,0.505
2717,1,1,0.51
2718,2,0,0.505
2719,1,1,0.505
2720,1,1,0.51
2721,2,0,0.505
2722,1,1,0.505
2723,2,0,0.505
2724,2,0,0.5
2725,1,1,0.505
2726,1,1,0.51
2727,2,0,0.505
2728,1,1,0.51
2729,1,1,0.515
2730,2,0,0.51
2731,1,1,0.51
2732,2,0,0.51
2733,2,0,0.505
2734,1,1,0.505
2735,2,0,0.505
2736,1,1,0.51
2737,1,1,0.51
2738,2,0,0.51
2739,2,0,0.505
2740,1,1,0.505
2741,2,0,0.505
2742,2,0,0.5
2743,1,1,0.505
2744,1,1,0.51
2745,2,0,0.505
2746,1,1,0.505
2747,1,1,0.51
2748,2,0,0.505
2749,1,1,0.505
2750,2,0,0.505
2751,2,0,0.5
2752,1,1,0.505
2753,1,1,0.51
2754,2,0,0.505
2755,1,1,0.51
2756,1,1,0.51
2757,2,0,0.505
2758,2,0,0.505
2759,1,1,0.51
2760,2,0,0.505
2761,1,1,0.51
2762,1,1,0.515
2763,2,0,0.51
2764,1,1,0.51
2765,2,0,0.51
2766,2,0,0.505
2767,1,1,0.505
2768,2,0,0.505
2769,2,0,0.5
2770,1,1,0.505
2771,1,1,0.51
2772,2,0,0.505
2773,1,1,0.51
2774,1,1,0.515
2775,2,0,0.51
2776,2,0,0.505
2777,1,1,0.51
2778,2,0,0.505
2779,1,1,0.51
2780,1,1,0.515
2781,2,0,0.51
2782,1,1,0.515
2783,1,1,0.515
2784,2,0,0.51
2785,2,0,0.51
2786,1,1,0.515
2787,2,0,0.51
2788,2,0,0.51
2789,1,1,0.515
2790,2,0,0.51
2791,1,1,0.51
2792,1,1,0.515
2793,2,0,0.51
2794,2,0,0.505
2795,1,1,0.51
2796,2,0,0.505
2797,2,0,0.505
2798,1,1,0.51
2799,1,1,0.51
2800,2,0,0.505
2801,1,1,0.51
2802,1,1,0.51
2803,2,0,0.505
2804,1,1,0.51
2805,2,0,0.51
2806,2,0,0.505
2807,1,1,0.51
2808,2,0,0.505
2809,2,0,0.5
2810,1,1,0.505
2811,1,1,0.505
2812,2,0,0.5
2813,1,1,0.505
2814,2,0,0.505
2815,2,0,0.5
2816,1,1,0.505
2817,2,0,0.505
2818,1,1,0.505
2819,1,1,0.505
2820,2,0,0.505
2821,2,0,0.5
2822,1,1,0.505
2823,2,0,0.505
2824,2,0,0.5
2825,1,1,0.505
2826,1,1,0.505
2827,2,0,0.5
2828,1,1,0.505
2829,1,1,0.505
2830,2,0,0.5
2831,1,1,0.505
2832,2,0,0.505
2833,2,0,0.5
2834,1,1,0.505
2835,2,0,0.505
2836,1,1,0.505
2837,1,1,0.51
2838,2,0,0.505
2839,2,0,0.5
2840,1,1,0.505
2841,2,0,0.505
2842,2,0,0.5
2843,1,1,0.505
2844,2,0,0.505
2845,1,1,0.505
2846,1,1,0.505
2847,2,0,0.505
2848,1,1,0.505
2849,1,1,0.505
2850,2,0,0.505
2851,2,0,0.5
2852,1,1,0.505
2853,2,0,0.505
2854,2,0,0.5
2855,1,1,0.505
2856,1,1,0.505
2857,2,0,0.5
2858,1,1,0.505
2859,2,0,0.505
2860,2,0,0.5
2861,1,1,0.505
2862,2,0,0.505
2863,1,1,0.505
2864,1,1,0.51
2865,2,0,0.505
2866,2,0,0.5
2867,1,1,0.505
2868,2,0,0.5
2869,2,0,0.495
2870,1,1,0.5
2871,2,0,0.5
2872,1,1,0.5
2873,1,1,0.505
2874,2,0,0.505
2875,1,1,0.505
2876,2,0,0.5
2877,2,0,0.5
2878,1,1,0.5
2879,1,1,0.505
2880,2,0,0.505
2881,1,1,0.505
2882,1,1,0.51
2883,2,0,0.505
2884,2,0,0.5
2885,1,1,0.505
2886,2,0,0.5
2887,2,0,0.495
2888,1,1,0.5
2889,2,0,0.5
2890,1,1,0.5
2891,1,1,0.505
2892,2,0,0.5
2893,2,0,0.495
2894,1,1,0.5
2895,2,0,0.495
2896,2,0,0.495
2897,1,1,0.5
2898,1,1,0.5
2899,2,0,0.495
2900,1,1,0.5
2901,2,0,0.495
2902,2,0,0.49
2903,1,1,0.495
2904,2,0,0.49
2905,2,0,0.49
2906,1,1,0.495
2907,1,1,0.495
2908,2,0,0.495
2909,1,1,0.5
2910,1,1,0.5
2911,2,0,0.495
2912,1,1,0.5
2913,2,0,0.495
2914,2,0,0.49
2915,1,1,0.495
2916,2,0,0.495
2917,1,1,0.495
2918,1,1,0.5
2919,2,0,0.495
2920,2,0,0.49
2921,1,1,0.495
2922,2,0,0.49
2923,2,0,0.49
2924,1,1,0.495
2925,1,1,0.495
2926,2,0,0.49
2927,1,1,0.495
2928,2,0,0.49
2929,2,0,0.485
2930,1,1,0.49
2931,2,0,0.485
2932,2,0,0.485
2933,1,1,0.49
2934,1,1,0.49
2935,2,0,0.49
2936,1,1,0.49
2937,1,1,0.49
2938,2,0,0.49
2939,2,0,0.49
2940,1,1,0.49
2941,2,0,0.49
2942,1,1,0.495
2943,1,1,0.495
2944,2,0,0.49
2945,1,1,0.495
2946,2,0,0.49
2947,2,0,0.485
2948,1,1,0.49
2949,2,0,0.485
2950,2,0,0.485
2951,1,1,0.49
2952,1,1,0.49
2953,2,0,0.485
2954,1,1,0.49
2955,1,1,0.49
2956,2,0,0.485
2957,1,1,0.49
2958,2,0,0.49
2959,2,0,0.485
2960,1,1,0.49
2961,1,1,0.49
2962,2,0,0.485
2963,1,1,0.49
2964,1,1,0.49
2965,2,0,0.49
2966,2,0,0.49
2967,1,1,0.49
2968,2,0,0.49
2969,1,1,0.495
2970,1,1,0.495
2971,2,0,0.49
2972,1,1,0.495
2973,1,1,0.495
2974,2,0,0.49
2975,2,0,0.49
2976,1,1,0.495
2977,2,0,0.49
2978,2,0,0.49
2979,1,1,0.49
2980,1,1,0.49
2981,2,0,0.49
2982,1,1,0.49
2983,2,0,0.485
2984,2,0,0.485
2985,1,1,0.49
2986,2,0,0.485
2987,1,1,0.49
2988,1,1,0.495
2989,2,0,0.49
2990,2,0,0.49
2991,1,1,0.49
2992,2,0,0.485
2993,2,0,0.485
2994,1,1,0.49
2995,2,0,0.485
2996,1,1,0.49
2997,1,1,0.495
2998,2,0,0.49
2999,1,1,0.49
3000,1,1,0.495
3001,2,0,0.49
3002,2,0,0.485
3003,1,1,0.49
3004,2,0,0.485
3005,2,0,0.485
3006,1,1,0.49
3007,1,1,0.49
3008,2,0,0.49
3009,1,1,0.495
3010,2,0,0.49
3011,2,0,0.485
3012,1,1,0.49
3013,2,0,0.485
3014,2,0,0.485
3015,1,1,0.49
3016,1,1,0.49
3017,2,0,0.49
3018,1,1,0.49
3019,1,1,0.49
3020,2,0,0.49
3021,1,1,0.495
3022,2,0,0.49
3023,2,0,0.49
3024,1,1,0.495
3025,1,1,0.495
3026,2,0,0.49
3027,1,1,0.495
3028,1,1,0.495
3029,2,0,0.49
3030,2,0,0.49
3031,1,1,0.49
3032,2,0,0.49
3033,2,0,0.49
3034,1,1,0.49
3035,2,0,0.49
3036,1,1,0.49
3037,1,1,0.49
3038,2,0,0.49
3039,1,1,0.495
3040,2,0,0.49
3041,2,0,0.49
3042,1,1,0.495
3043,1,1,0.495
3044,2,0,0.495
3045,1,1,0.495
3046,1,1,0.495
3047,2,0,0.495
3048,2,0,0.49
3049,1,1,0.49
3050,2,0,0.49
3051,1,1,0.495
3052,1,1,0.495
3053,2,0,0.495
3054,1,1,0.5
3055,1,1,0.5
3056,2,0,0.495
3057,2,0,0.495
3058,1,1,0.495
3059,2,0,0.495
3060,2,0,0.495
3061,1,1,0.495
3062,2,0,0.495
3063,1,1,0.495
3064,1,1,0.495
3065,2,0,0.495
3066,2,0,0.495
3067,1,1,0.495
3068,2,0,0.495
3069,2,0,0.495
3070,1,1,0.495
3071,1,1,0.5
3072,2,0,0.495
3073,1,1,0.495
3074,1,1,0.5
3075,2,0,0.495
3076,1,1,0.5
3077,2,0,0.5
3078,2,0,0.495
3079,1,1,0.495
3080,2,0,0.495
3081,2,0,0.49
3082,1,1,0.49
3083,1,1,0.495
3084,2,0,0.495
3085,1,1,0.495
3086,2,0,0.495
3087,2,0,0.495
3088,1,1,0.495
3089,2,0,0.495
3090,1,1,0.495
3091,1,1,0.495
3092,2,0,0.495
3093,2,0,0.495
3094,1,1,0.495
3095,2,0,0.495
3096,2,0,0.495
3097,1,1,0.495
3098,1,1,0.495
3099,2,0,0.495
3100,1,1,0.495
3101,1,1,0.5
3102,2,0,0.5
3103,1,1,0.5
3104,2,0,0.5
3105,2,0,0.5
3106,1,1,0.5
3107,2,0,0.495
3108,1,1,0.5
3109,1,1,0.5
3110,2,0,0.495
3111,2,0,0.495
3112,1,1,0.495
3113,2,0,0.495
3114,2,0,0.495
3115,1,1,0.495
3116,2,0,0.495
3117,1,1,0.495
3118,1,1,0.495
3119,2,0,0.495
3120,1,1,0.5
3121,1,1,0.5
3122,2,0,0.5
3123,2,0,0.5
3124,1,1,0.5
3125,2,0,0.495
3126,1,1,0.5
3127,1,1,0.5
3128,2,0,0.5
3129,1,1,0.505
3130,2,0,0.5
3131,2,0,0.5
3132,1,1,0.505
3133,2,0,0.5
3134,2,0,0.495
3135,1,1,0.5
3136,1,1,0.5
3137,2,0,0.495
3138,1,1,0.5
3139,1,1,0.505
3140,2,0,0.5
3141,1,1,0.505
3142,2,0,0.5
3143,2,0,0.495
3144,1,1,0.5
3145,1,1,0.5
3146,2,0,0.5
3147,1,1,0.505
3148,1,1,0.505
3149,2,0,0.505
3150,2,0,0.505
3151,1,1,0.505
3152,2,0,0.5
3153,1,1,0.505
3154,1,1,0.505
3155,2,0,0.5
3156,1,1,0.505
3157,2,0,0.5
3158,2,0,0.5
3159,1,1,0.505
3160,2,0,0.5
3161,2,0,0.495
3162,1,1,0.5
3163,1,1,0.5
3164,2,0,0.495
3165,1,1,0.5
3166,2,0,0.5
3167,2,0,0.495
3168,1,1,0.5
3169,2,0,0.495
3170,1,1,0.495
3171,1,1,0.5
3172,2,0,0.495
3173,2,0,0.49
3174,1,1,0.495
3175,2,0,0.495
3176,2,0,0.49
3177,1,1,0.495
3178,2,0,0.495
3179,1,1,0.495
3180,1,1,0.495
3181,2,0,0.495
3182,1,1,0.495
3183,1,1,0.5
3184,2,0,0.5
3185,2,0,0.495
3186,1,1,0.5
3187,2,0,0.495
3188,2,0,0.49
3189,1,1,0.495
3190,1,1,0.5
3191,2,0,0.495
3192,1,1,0.5
3193,2,0,0.5
3194,2,0,0.495
3195,1,1,0.5
3196,2,0,0.495
3197,1,1,0.495
3198,1,1,0.5
3199,2,0,0.495
3200,1,1,0.495
3201,1,1,0.5
3202,2,0,0.5
3203,2,0,0.495
3204,1,1,0.5
3205,2,0,0.5
3206,1,1,0.5
3207,1,1,0.5
3208,2,0,0.5
3209,1,1,0.5
3210,2,0,0.5
3211,2,0,0.5
3212,1,1,0.5
3213,1,1,0.505
3214,2,0,0.505
3215,1,1,0.505
3216,1,1,0.505
3217,2,0,0.505
3218,2,0,0.5
3219,1,1,0.5
3220,2,0,0.5
3221,2,0,0.495
3222,1,1,0.5
3223,2,0,0.5
3224,1,1,0.5
3225,1,1,0.5
3226,2,0,0.5
3227,1,1,0.5
3228,1,1,0.5
3229,2,0,0.5
3230,2,0,0.5
3231,1,1,0.5
3232,2,0,0.5
3233,1,1,0.505
3234,1,1,0.505
3235,2,0,0.505
3236,1,1,0.505
3237,2,0,0.5
3238,2,0,0.5
3239,1,1,0.5
3240,1,1,0.505
3241,2,0,0.505
3242,1,1,0.505
3243,1,1,0.505
3244,2,0,0.505
3245,1,1,0.505
3246,2,0,0.5
3247,2,0,0.5
3248,1,1,0.505
3249,2,0,0.5
3250,1,1,0.505
3251,1,1,0.505
3252,2,0,0.5
3253,2,0,0.5
3254,1,1,0.5
3255,2,0,0.495
3256,2,0,0.495
3257,1,1,0.5
3258,1,1,0.5
3259,2,0,0.5
3260,1,1,0.505
3261,1,1,0.505
3262,2,0,0.505
3263,1,1,0.505
3264,2,0,0.5
3265,2,0,0.5
3266,1,1,0.505
3267,2,0,0.5
3268,2,0,0.5
3269,1,1,0.505
3270,1,1,0.505
3271,2,0,0.5
3272,1,1,0.505
3273,2,0,0.5
3274,2,0,0.495
3275,1,1,0.5
3276,2,0,0.495
3277,1,1,0.5
3278,1,1,0.505
3279,2,0,0.5
3280,1,1,0.505
3281,1,1,0.51
3282,2,0,0.505
3283,2,0,0.5
3284,1,1,0.505
3285,2,0,0.5
3286,2,0,0.5
3287,1,1,0.505
3288,1,1,0.505
3289,2,0,0.505
3290,1,1,0.505
3291,2,0,0.5
3292,2,0,0.5
3293,1,1,0.505
3294,2,0,0.5
3295,2,0,0.5
3296,1,1,0.505
3297,1,1,0.505
3298,2,0,0.5
3299,1,1,0.505
3300,1,1,0.505
3301,2,0,0.5
3302,1,1,0.505
3303,2,0,0.5
3304,2,0,0.5
3305,1,1,0.505
3306,2,0,0.5
3307,1,1,0.505
3308,1,1,0.505
3309,2,0,0.5
3310,2,0,0.5
3311,1,1,0.505
3312,2,0,0.5
3313,2,0,0.5
3314,1,1,0.505
3315,1,1,0.505
3316,2,0,0.505
3317,1,1,0.505
3318,2,0,0.5
3319,2,0,0.5
3320,1,1,0.5
3321,2,0,0.495
3322,2,0,0.495
3323,1,1,0.5
3324,1,1,0.5
3325,2,0,0.5
3326,1,1,0.5
3327,1,1,0.5
3328,2,0,0.5
3329,1,1,0.5
3330,2,0,0.5
3331,2,0,0.5
3332,1,1,0.5
3333,1,1,0.505
3334,2,0,0.505
3335,1,1,0.505
3336,1,1,0.505
3337,2,0,0.505
3338,2,0,0.5
3339,1,1,0.5
3340,2,0,0.5
3341,2,0,0.495
3342,1,1,0.5
3343,2,0,0.5
3344,1,1,0.5
3345,1,1,0.5
3346,2,0,0.5
3347,1,1,0.5
3348,2,0,0.495
3349,2,0,0.495
3350,1,1,0.5
3351,1,1,0.5
3352,2,0,0.5
3353,1,1,0.5
3354,1,1,0.5
3355,2,0,0.5
3356,1,1,0.5
3357,2,0,0.5
3358,2,0,0.5
3359,1,1,0.5
3360,2,0,0.5
3361,2,0,0.5
3362,1,1,0.5
3363,1,1,0.5
3364,2,0,0.5
3365,1,1,0.5
3366,1,1,0.505
3367,2,0,0.505
3368,2,0,0.5
3369,1,1,0.505
3370,2,0,0.5
3371,1,1,0.5
3372,1,1,0.505
3373,2,0,0.505
3374,1,1,0.505
3375,2,0,0.505
3376,2,0,0.505
3377,1,1,0.505
3378,2,0,0.505
3379,2,0,0.5
3380,1,1,0.5
3381,1,1,0.505
3382,2,0,0.5
3383,1,1,0.5
3384,2,0,0.5
3385,2,0,0.5
3386,1,1,0.5
3387,2,0,0.5
3388,1,1,0.505
3389,1,1,0.505
3390,2,0,0.5
3391,2,0,0.5
3392,1,1,0.5
3393,2,0,0.5
3394,2,0,0.5
3395,1,1,0.5
3396,2,0,0.5
3397,1,1,0.5
3398,1,1,0.5
3399,2,0,0.5
3400,1,1,0.5
3401,1,1,0.5
3402,2,0,0.5
3403,2,0,0.5
3404,1,1,0.5
3405,2,0,0.5
3406,2,0,0.495
3407,1,1,0.495
3408,1,1,0.5
3409,2,0,0.495
3410,1,1,0.5
3411,2,0,0.5
3412,2,0,0.495
3413,1,1,0.495
3414,2,0,0.495
3415,2,0,0.49
3416,1,1,0.49
3417,1,1,0.495
3418,2,0,0.495
3419,1,1,0.495
3420,1,1,0.5
3421,2,0,0.5
3422,1,1,0.5
3423,2,0,0.5
3424,2,0,0.495
3425,1,1,0.495
3426,1,1,0.5
3427,2,0,0.495
3428,1,1,0.495
3429,1,1,0.5
3430,2,0,0.5
3431,2,0,0.495
3432,1,1,0.5
3433,2,0,0.495
3434,2,0,0.49
3435,1,1,0.495
3436,2,0,0.49
3437,1,1,0.495
3438,1,1,0.5
3439,2,0,0.495
3440,1,1,0.495
3441,1,1,0.5
3442,2,0,0.495
3443,2,0,0.49
3444,1,1,0.495
3445,2,0,0.49
3446,1,1,0.495
3447,1,1,0.5
3448,2,0,0.495
3449,1,1,0.5
3450,2,0,0.495
3451,2,0,0.49
3452,1,1,0.495
3453,1,1,0.5
3454,2,0,0.495
3455,1,1,0.5
3456,1,1,0.505
3457,2,0,0.5
3458,2,0,0.495
3459,1,1,0.5
3460,2,0,0.495
3461,2,0,0.49
3462,1,1,0.495
3463,2,0,0.49
3464,1,1,0.495
3465,1,1,0.5
3466,2,0,0.495
3467,1,1,0.5
3468,2,0,0.5
3469,2,0,0.495
3470,1,1,0.495
3471,1,1,0.5
3472,2,0,0.495
3473,1,1,0.5
3474,1,1,0.505
3475,2,0,0.5
3476,1,1,0.505
3477,2,0,0.5
3478,2,0,0.495
3479,1,1,0.5
3480,2,0,0.495
3481,2,0,0.49
3482,1,1,0.495
3483,1,1,0.5
3484,2,0,0.495
3485,1,1,0.5
3486,1,1,0.505
3487,2,0,0.5
3488,2,0,0.495
3489,1,1,0.5
3490,2,0,0.495
3491,1,1,0.5
3492,1,1,0.505
3493,2,0,0.5
3494,1,1,0.505
3495,2,0,0.505
3496,2,0,0.5
3497,1,1,0.5
3498,1,1,0.505
3499,2,0,0.5
3500,1,1,0.5
3501,1,1,0.505
3502,2,0,0.5
3503,1,1,0.505
3504,2,0,0.505
3505,2,0,0.5
3506,1,1,0.505
3507,2,0,0.5
3508,1,1,0.5
3509,1,1,0.505
3510,2,0,0.505
3511,2,0,0.5
3512,1,1,0.505
3513,2,0,0.505
3514,2,0,0.5
3515,1,1,0.5
3516,1,1,0.505
3517,2,0,0.5
3518,1,1,0.505
3519,1,1,0.51
3520,2,0,0.505
3521,1,1,0.51
3522,2,0,0.51
3523,2,0,0.505
3524,1,1,0.505
3525,2,0,0.505
3526,2,0,0.5
3527,1,1,0.5
3528,1,1,0.505
3529,2,0,0.5
3530,1,1,0.505
3531,2,0,0.505
3532,2,0,0.5
3533,1,1,0.5
3534,2,0,0.5
3535,1,1,0.5
3536,1,1,0.5
3537,2,0,0.5
3538,2,0,0.5
3539,1,1,0.5
3540,2,0,0.5
3541,2,0,0.5
3542,1,1,0.5
3543,1,1,0.505
3544,2,0,0.5
3545,1,1,0.5
3546,1,1,0.505
3547,2,0,0.5
3548,1,1,0.505
3549,2,0,0.505
3550,2,0,0.5
3551,1,1,0.5
3552,1,1,0.505
3553,2,0,0.5
3554,1,1,0.5
3555,1,1,0.505
3556,2,0,0.5
3557,2,0,0.5
3558,1,1,0.505
3559,2,0,0.5
3560,1,1,0.505
3561,1,1,0.51
3562,2,0,0.505
3563,1,1,0.505
3564,1,1,0.51
3565,2,0,0.505
3566,2,0,0.5
3567,1,1,0.505
3568,2,0,0.505
3569,2,0,0.5
3570,1,1,0.505
3571,1,1,0.505
3572,2,0,0.5
3573,1,1,0.505
3574,2,0,0.5
3575,2,0,0.5
3576,1,1,0.505
3577,2,0,0.5
3578,1,1,0.505
3579,1,1,0.51
3580,2,0,0.505
3581,2,0,0.5
3582,1,1,0.505
3583,2,0,0.5
3584,2,0,0.5
3585,1,1,0.505
3586,2,0,0.5
3587,1,1,0.505
3588,1,1,0.505
3589,2,0,0.5
3590,1,1,0.505
3591,1,1,0.51
3592,2,0,0.505
3593,2,0,0.505
3594,1,1,0.51
3595,2,0,0.505
3596,1,1,0.51
3597,1,1,0.51
3598,2,0,0.505
3599,1,1,0.51
3600,2,0,0.505
3601,2,0,0.5
3602,1,1,0.505
3603,2,0,0.505
3604,2,0,0.5
3605,1,1,0.505
3606,1,1,0.51
3607,2,0,0.505
3608,1,1,0.505
3609,1,1,0.51
3610,2,0,0.505
3611,2,0,0.505
3612,1,1,0.51
3613,2,0,0.505
3614,1,1,0.51
3615,1,1,0.515
3616,2,0,0.51
3617,1,1,0.51
3618,2,0,0.51
3619,2,0,0.505
3620,1,1,0.505
3621,1,1,0.51
3622,2,0,0.505
3623,1,1,0.51
3624,1,1,0.515
3625,2,0,0.51
3626,1,1,0.51
3627,2,0,0.51
3628,2,0,0.505
3629,1,1,0.505
3630,2,0,0.505
3631,1,1,0.51
3632,1,1,0.51
3633,2,0,0.51
3634,2,0,0.51
3635,1,1,0.51
3636,2,0,0.51
3637,2,0,0.505
3638,1,1,0.505
3639,1,1,0.51
3640,2,0,0.505
3641,1,1,0.505
3642,1,1,0.51
3643,2,0,0.51
3644,1,1,0.51
3645,2,0,0.51
3646,2,0,0.505
3647,1,1,0.505
3648,1,1,0.51
3649,2,0,0.505
3650,1,1,0.51
3651,1,1,0.515
3652,2,0,0.51
3653,2,0,0.505
3654,1,1,0.51
3655,2,0,0.505
3656,1,1,0.505
3657,1,1,0.51
3658,2,0,0.51
3659,1,1,0.51
3660,1,1,0.515
3661,2,0,0.515
3662,2,0,0.51
3663,1,1,0.515
3664,2,0,0.51
3665,2,0,0.505
3666,1,1,0.51
3667,2,0,0.505
3668,1,1,0.51
3669,1,1,0.515
3670,2,0,0.51
3671,1,1,0.51
3672,2,0,0.51
3673,2,0,0.505
3674,1,1,0.505
3675,1,1,0.51
3676,2,0,0.505
3677,1,1,0.51
3678,1,1,0.515
3679,2,0,0.51
3680,2,0,0.51
3681,1,1,0.515
3682,2,0,0.51
3683,1,1,0.51
3684,1,1,0.515
3685,2,0,0.51
3686,1,1,0.51
3687,1,1,0.515
3688,2,0,0.515
3689,2,0,0.51
3690,1,1,0.515
3691,2,0,0.51
3692,2,0,0.505
3693,1,1,0.51
3694,1,1,0.51
3695,2,0,0.51
3696,1,1,0.515
3697,2,0,0.51
3698,2,0,0.505
3699,1,1,0.51
3700,2,0,0.505
3701,1,1,0.505
3702,1,1,0.51
3703,2,0,0.505
3704,1,1,0.51
3705,1,1,0.515
3706,2,0,0.51
3707,2,0,0.51
3708,1,1,0.51
3709,2,0,0.505
3710,2,0,0.505
3711,1,1,0.51
3712,2,0,0.505
3713,1,1,0.51
3714,1,1,0.515
3715,2,0,0.51
3716,2,0,0.505
3717,1,1,0.51
3718,2,0,0.505
3719,2,0,0.5
3720,1,1,0.505
3721,1,1,0.505
3722,2,0,0.505
3723,1,1,0.51
3724,2,0,0.505
3725,2,0,0.505
3726,1,1,0.51
3727,2,0,0.505
3728,2,0,0.5
3729,1,1,0.505
3730,1,1,0.505
3731,2,0,0.505
3732,1,1,0.51
3733,1,1,0.51
3734,2,0,0.51
3735,2,0,0.505
3736,1,1,0.505
3737,2,0,0.505
3738,1,1,0.51
3739,1,1,0.51
3740,2,0,0.51
3741,1,1,0.515
3742,2,0,0.51
3743,2,0,0.505
3744,1,1,0.51
3745,2,0,0.505
3746,2,0,0.5
3747,1,1,0.505
3748,1,1,0.505
3749,2,0,0.505
3750,1,1,0.51
3751,2,0,0.505
3752,2,0,0.5
3753,1,1,0.505
3754,2,0,0.5
3755,1,1,0.5
3756,1,1,0.505
3757,2,0,0.505
3758,2,0,0.5
3759,1,1,0.505
3760,2,0,0.5
3761,2,0,0.495
3762,1,1,0.5
3763,1,1,0.5
3764,2,0,0.495
3765,1,1,0.5
3766,1,1,0.505
3767,2,0,0.5
3768,1,1,0.505
3769,2,0,0.505
3770,2,0,0.5
3771,1,1,0.5
3772,2,0,0.5
3773,2,0,0.495
3774,1,1,0.5
3775,1,1,0.505
3776,2,0,0.5
3777,1,1,0.505
3778,2,0,0.5
3779,2,0,0.495
3780,1,1,0.5
3781,2,0,0.5
3782,1,1,0.5
3783,1,1,0.505
3784,2,0,0.505
3785,1,1,0.505
3786,1,1,0.51
3787,2,0,0.505
3788,2,0,0.5
3789,1,1,0.505
3790,2,0,0.5
3791,2,0,0.495
3792,1,1,0.5
3793,1,1,0.505
3794,2,0,0.5
3795,1,1,0.505
3796,2,0,0.5
3797,2,0,0.495
3798,1,1,0.5
3799,2,0,0.495
3800,1,1,0.5
3801,1,1,0.505
3802,2,0,0.5
3803,2,0,0.5
3804,1,1,0.505
3805,2,0,0.5
3806,2,0,0.495
3807,1,1,0.5
3808,2,0,0.495
3809,1,1,0.495
3810,1,1,0.5
3811,2,0,0.5
3812,1,1,0.5
3813,1,1,0.505
3814,2,0,0.5
3815,2,0,0.495
3816,1,1,0.5
3817,2,0,0.495
3818,1,1,0.5
3819,1,1,0.505
3820,2,0,0.5
3821,1,1,0.5
3822,2,0,0.5
3823,2,0,0.495
3824,1,1,0.495
3825,2,0,0.495
3826,2,0,0.49
3827,1,1,0.495
3828,1,1,0.5
3829,2,0,0.495
3830,1,1,0.5
3831,1,1,0.5
3832,2,0,0.495
3833,1,1,0.5
3834,2,0,0.5
3835,2,0,0.495
3836,1,1,0.5
3837,1,1,0.505
3838,2,0,0.5
3839,1,1,0.5
3840,1,1,0.505
3841,2,0,0.5
3842,2,0,0.495
3843,1,1,0.5
3844,2,0,0.495
3845,1,1,0.5
3846,1,1,0.505
3847,2,0,0.5
3848,1,1,0.5
3849,2,0,0.5
3850,2,0,0.495
3851,1,1,0.495
3852,2,0,0.495
3853,2,0,0.495
3854,1,1,0.495
3855,1,1,0.5
3856,2,0,0.495
3857,1,1,0.495
3858,1,1,0.5
3859,2,0,0.495
3860,2,0,0.49
3861,1,1,0.495
3862,2,0,0.495
3863,1,1,0.495
3864,1,1,0.5
3865,2,0,0.5
3866,1,1,0.5
3867,1,1,0.505
3868,2,0,0.5
3869,2,0,0.495
3870,1,1,0.5
3871,2,0,0.495
3872,2,0,0.495
3873,1,1,0.5
3874,2,0,0.495
3875,1,1,0.495
3876,1,1,0.5
3877,2,0,0.495
3878,2,0,0.49
3879,1,1,0.495
3880,2,0,0.495
3881,2,0,0.49
3882,1,1,0.495
3883,1,1,0.495
3884,2,0,0.49
3885,1,1,0.495
3886,2,0,0.49
3887,2,0,0.485
3888,1,1,0.49
3889,2,0,0.49
3890,1,1,0.49
3891,1,1,0.495
3892,2,0,0.495
3893,1,1,0.495
3894,1,1,0.495
3895,2,0,0.495
3896,2,0,0.49
3897,1,1,0.495
3898,2,0,0.495
3899,1,1,0.495
3900,1,1,0.5
3901,2,0,0.495
3902,1,1,0.495
3903,2,0,0.495
3904,2,0,0.49
3905,1,1,0.49
3906,1,1,0.495
3907,2,0,0.495
3908,1,1,0.495
3909,1,1,0.5
3910,2,0,0.5
3911,1,1,0.5
3912,2,0,0.5
3913,2,0,0.495
3914,1,1,0.495
3915,2,0,0.495
3916,1,1,0.5
3917,1,1,0.5
3918,2,0,0.5
3919,2,0,0.5
3920,1,1,0.5
3921,2,0,0.495
3922,2,0,0.495
3923,1,1,0.495
3924,1,1,0.5
3925,2,0,0.5
3926,1,1,0.5
3927,2,0,0.5
3928,2,0,0.5
3929,1,1,0.5
3930,2,0,0.495
3931,2,0,0.495
3932,1,1,0.495
3933,1,1,0.495
3934,2,0,0.495
3935,1,1,0.5
3936,1,1,0.5
3937,2,0,0.5
3938,1,1,0.5
3939,2,0,0.495
3940,2,0,0.495
3941,1,1,0.495
3942,2,0,0.495
3943,1,1,0.5
3944,1,1,0.5
3945,2,0,0.5
3946,2,0,0.5
3947,1,1,0.5
3948,2,0,0.495
3949,2,0,0.495
3950,1,1,0.495
3951,1,1,0.5
3952,2,0,0.5
3953,1,1,0.5
3954,1,1,0.505
3955,2,0,0.5
3956,1,1,0.5
